"id","name","created","issn","homepage"
"13555218","The Korean Journal of Thoracic and Cardiovascular Surgery","2016-06-24","2233-601X",NULL
"27273401","British Journal of Criminology","2016-06-24","0007-0955",NULL
"34862818","International Journal of Digital Culture and Electronic Tourism","2016-06-24",NULL,NULL
"36756304","Journal of Zoological Systematics and Evolutionary Research","2016-06-24","0947-5745","http://www.wiley.com/bw/journal.asp?ref=0947-5745&site="
"37105045","Concepts in Magnetic Resonance","2016-06-24","1099-0534",NULL
"39250479","European Public Law","2016-06-24","1354-3725",NULL
"41878772","Der Urologe B","2016-06-24","0042-1111",NULL
"57195646","Informatica (lithuanian Academy of Sciences)","2016-06-24","0868-4952",NULL
"61428987","European Journal of Wood and Wood Products","2016-06-24","0018-3768",NULL
"64556797","Die Makromolekulare Chemie, Rapid Communications","2016-06-24","0173-2803",NULL
"66612391","Social Work With Groups","2016-06-24","0160-9513",NULL
"76844451","Annual Review of Resource Economics","2016-06-24","1941-1359","http://www.annualreviews.org/journal/resourc"
"92692057","American Journal of Hospice and Palliative Medicine","2016-06-24","1049-9091","http://ajh.sagepub.com"
"118384808","Molecular and Cellular Probes","2016-06-24","0890-8508",NULL
"119709983","Breviora","2016-06-24","0006-9698",NULL
"119722071","Annals of Internal Medicine","2016-06-24","0003-4819","http://www.annals.org"
"122471516","American Journal of Sociology","2016-06-24","0002-9602","http://www.journals.uchicago.edu/aj"
"122619383","The Eighteenth Century","2016-06-24","0193-5380","http://ecti.pennpress.org"
"129597367","Anaesthesist","2016-06-24","0003-2417",NULL
"134475343","Archives of Environmental Contamination and Toxicology","2016-06-24","0090-4341","http://www.springer.com/environment/environmental+toxicology/journal/24"
"142593579","Journal of The American Pharmacists Association","2016-06-24",NULL,NULL
"143044361","Journal of Motor Behavior","2016-06-24","0022-2895",NULL
"146709414","Journal of Physical Chemistry A","2016-06-24","1089-5639","http://pubs.acs.org/journal/jpcaf"
"148856507","Vjesnik Za Arheologiju I Povijest Dalmatinsku","2016-06-24","1845-7789",NULL
"160372861","Nutrition Bulletin","2016-06-24","1467-3010",NULL
"165991124","Memorias Do Instituto Oswaldo Cruz","2016-06-24","0074-0276",NULL
"169320561","Scientia Forestalis","2016-06-24","1413-9324",NULL
"171503191","Japanese Journal of Ophthalmology","2016-06-24",NULL,NULL
"173864314","Socialism and Democracy","2016-06-24","0885-4300",NULL
"178924077","Polycyclic Aromatic Compounds","2016-06-24","1026-7743",NULL
"181849574","Propellants, Explosives, Pyrotechnics","2016-06-24","0721-3115","http://www.pep.wiley-vch.de"
"183750809","Kind En Adolescent Praktijk","2016-06-24",NULL,NULL
"183886180","Transport in Porous Media","2016-06-24","0169-3913",NULL
"184283345","University Heart Journal","2016-06-24","1998-927X",NULL
"196210972","Indiana University Mathematics Journal","2016-06-24","0022-2518","http://www.iumj.indiana.edu"
"197264859","Mammalian Genome","2016-06-24","0938-8990","http://www.springerlink.com/content/0938-899"
"202545642","Communications of The Korean Mathematical Society","2016-06-24","1225-1763",NULL
"202615048","Drugs of Today","2016-06-24","1699-3993",NULL
"202681640","Translation Studies","2016-06-24","1478-1700",NULL
"204210209","American Journal of Physiology","2016-06-24","0002-9513","http://ajpcon.physiology.org"
"207880426","Recusant History","2016-06-24","0034-1932","http://journals.cambridge.org/action/displayJournal?jid=BC"
"2595646510","arXiv: Instrumentation and Detectors","2017-03-23",NULL,NULL
"2736785141","Psicologia Escolar e Educacional","2017-07-31","1413-8557",NULL
"2736865057","Journal of Marine Science and Engineering","2017-07-31","2077-1312",NULL
"2736971889","Evropejskij Issledovatel&#x02B9;","2017-07-31","2219-8229",NULL
"2737691935","Poblaci&#x00F3;n &amp; Sociedad","2017-07-31","0328-3445",NULL
"2737816741","Maguar&#x00E9;","2017-07-31","0120-3045",NULL
"2738654738","Zibaldone: Estudios Italianos","2017-07-31","2255-3576",NULL
"2751401339","British journal of nursing","2017-09-15","0966-0461",NULL
"2753951196","Journal de me&#x0301;decine de Lyon","2017-09-25","0021-7883",NULL
"2754502527","Dental Cadmos","2017-09-25","0011-8524",NULL
"2754776912","Endocrinologie","2017-09-25","0253-1801",NULL
"2755259355","The Journal of the Kansas Medical Society","2017-09-25","0022-8699",NULL
"2755526826","Dermatologische Monatschrift","2017-09-25","0011-9083",NULL
"2755800491","Brain and nerve","2017-09-25","1881-6096",NULL
"2755809705","Revista espan&#x0303;ola de las enfermedades del aparato digestivo y de la nutricio&#x0301;n","2017-09-25",NULL,NULL
"2764365117","The Korean journal of financial management","2017-10-27",NULL,NULL
"2764379061","Radiographer: The Official Journal of the Australian Institute of Radiography, The","2017-10-27",NULL,NULL
"2764402084","Technology audit and production reserves","2017-10-27","2226-3780",NULL
"2764466794","Reaction Chemistry and Engineering","2017-10-27","2058-9883",NULL
"2764624833","International Journal of Advanced Research in Management and Social Sciences","2017-10-27",NULL,NULL
"2764672716","Coal science and technology","2017-10-27","0167-9449",NULL
"2764735616","Japanese journal of interventional cardiology","2017-10-27","0914-8922",NULL
"2764798395","Translational neurodegeneration","2017-10-27","2047-9158",NULL
"2764814366","Annals of biochemistry and experimental medicine","2017-10-27","0365-0642",NULL
"2764825862","SPE Advanced Technology Series","2017-10-27","1076-0148",NULL
"2764835558","SAE International journal of engines","2017-10-27","1946-3944",NULL
"2764852337","Shiyo. The journal of the Tokyo Dental Association","2017-10-27","0912-4462",NULL
"2764909608","International Journal of Linguistics","2017-10-27","1948-5425",NULL
"2764923145","Chinese Journal of Information on Traditional Chinese Medicine","2017-10-27","1005-5304",NULL
"2765040861","Journal of racial and ethnic health disparities","2017-10-27","2196-8837",NULL
"235346","Wireless Communications and Mobile Computing","2016-06-24","1530-8669",NULL
"1688765","Vst - Vie Sociale Et Traitements","2016-06-24",NULL,NULL
"4480651","Head &amp; Face Medicine","2016-06-24","1746-160X",NULL
"5501027","Scandinavian Journal of Clinical &amp; Laboratory Investigation","2016-06-24","0036-5513",NULL
"6067875","Tulane Law Review","2016-06-24","0041-3992","http://www.law.tulane.edu/lawreview"
"8593340","The Historian","2016-06-24","0018-2370","http://www.wiley.com/bw/journal.asp?ref=0018-237"
"14818408","Cancer Imaging","2016-06-24","1470-7330",NULL
"20631277","Rairo-operations Research","2016-06-24","0399-0559",NULL
"27897580","Terapevticheskii Arkhiv","2016-06-24","0040-3660",NULL
"29163172","American Art","2016-06-24","1073-9300","http://journals.uchicago.edu/amar"
"35909690","Television &amp; New Media","2016-06-24","1527-4764","http://tvn.sagepub.com"
"41490350","Folklore","2016-06-24",NULL,NULL
"42775958","Ear and Hearing","2016-06-24","0196-0202",NULL
"48599909","Boston College Law Review","2016-06-24","0161-6587","http://bclawreview.org"
"55229178","World Journal of Microbiology &amp; Biotechnology","2016-06-24","0959-3993",NULL
"56020007","Norsk Geografisk Tidsskrift-norwegian Journal of Geography","2016-06-24","0029-1951",NULL
"61296223","International Journal of Fertility &amp; Sterility","2016-06-24","2008-076X",NULL
"68556063","Journal of Enhanced Heat Transfer","2016-06-24","1026-5511",NULL
"81699576","Intervention In School And Clinic","2016-06-24","1053-4512","http://isc.sagepub.com"
"90477801","Journal of Transport Economics and Policy","2016-06-24","0022-5258",NULL
"95342291","Urology Journal","2016-06-24","1735-1308",NULL
"95395365","Molecular Medicine Reports","2016-06-24","1791-2997",NULL
"103992557","Novum Testamentum","2016-06-24","1568-5365","http://www.brill.com/novum-testamentu"
"106284948","Medical Care Research and Review","2016-06-24","1077-5587","http://mcr.sagepub.com"
"106708032","Revista Fitotecnia Mexicana","2016-06-24","0187-7380",NULL
"108229257","Advanced Optical Materials","2016-06-24","2195-1071","http://www.advopticalmat.de"
"108768312","European Journal of Anaesthesiology","2016-06-24","0265-0215","http://journals.lww.com/ejanaesthesiology/pages/default.asp"
"114012392","European Journal of Mineralogy","2016-06-24","0935-1221",NULL
"115258883","Botanical Journal of Scotland","2016-06-24","0374-6607",NULL
"121647140","Transplant International","2016-06-24","0934-0874",NULL
"128543880","BMC Microbiology","2016-06-24","1471-2180",NULL
"130567056","Journal of Coastal Research","2016-06-24","0749-0208",NULL
"137312515","Bioprocess and Biosystems Engineering","2016-06-24","1615-7591",NULL
"142725411","Journal of Contemporary Accounting &amp; Economics","2016-06-24","1815-5669",NULL
"156902569","Spe Reservoir Engineering","2016-06-24",NULL,NULL
"157311635","Molecular Diagnosis","2016-06-24","1084-8592",NULL
"161980722","Journal of Financial Studies","2016-06-24","1022-2898","http://www.jfs.org.tw"
"167509434","IEEE/ASME Journal of Microelectromechanical Systems","2016-06-24",NULL,NULL
"168395412","International Journal of Wireless and Mobile Computing","2016-06-24","1741-1084",NULL
"170806771","European Journal of Emergency Medicine","2016-06-24","0969-9546",NULL
"171182518","Preventing School Failure","2016-06-24","1045-988X",NULL
"182132525","Ecological Psychology","2016-06-24","1040-7413",NULL
"182748528","International Journal of Behavioral Nutrition and Physical Activity","2016-06-24","1479-5868",NULL
"2764689519","Medical research engineering","2017-10-27","0025-7508",NULL
"183337005","Adaptive Behavior","2016-06-24","1059-7123","http://www.sagepub.com/journals/Journal201570/titl"
"185414053","Hematology-oncology Clinics of North America","2016-06-24","0889-8588",NULL
"192067876","Molecular Cancer Research","2016-06-24","1541-7786","http://mcr.aacrjournals.org"
"192814187","BMJ","2016-06-24","0959-8138","http://www.bmj.com/thebm"
"200534051","Astronomy Quarterly","2016-06-24","0364-9229",NULL
"204228983","Universitas Psychologica","2016-06-24","1657-9267","http://universitaspsychologica.javeriana.edu.co"
"204618219","Blood Purification","2016-06-24","0253-5068",NULL
"2736754931","Econom&#x00ED;a y Sociedad","2017-07-31","1409-1070",NULL
"2754010042","Annales de parasitologie humaine et compare&#x0301;e","2017-09-25","0003-4150",NULL
"2754160090","Il Farmaco; edizione pratica","2017-09-25","0430-0912",NULL
"2754184416","Journal of the Indian Dental Association","2017-09-25","0019-4611",NULL
"2754407997","Nuovi annali d&#039;igiene e microbiologia","2017-09-25","0029-6287",NULL
"2754433320","Archives roumaines de pathologie expe&#x0301;rimentales et de microbiologie","2017-09-25","0004-0037",NULL
"2754741044","Indian journal of malariology","2017-09-25","0367-8326",NULL
"2755036966","Revista de medicina&#x0306; interna&#x0306;, neurologe, psihiatrie, neurochirurgie, dermato-venerologie. Medicina&#x0306; interna&#x0306;","2017-09-25","1220-0905",NULL
"2755219162","Endocrinologia Japonica","2017-09-25","0013-7219",NULL
"2755394232","The Journal of the Oklahoma State Medical Association","2017-09-25","0030-1876",NULL
"2755563840","The Japanese journal for public health nurse","2017-09-25","1348-8333",NULL
"2756380663","Journal de ge&#x0301;ne&#x0301;tique humaine","2017-09-25","0021-7743",NULL
"2764348489","Journal of the Korean Society of Biological Psychiatry","2017-10-27","1225-8709",NULL
"2764372394","Colorado Review","2017-10-27","2325-730X",NULL
"2764406997","El Mednifico Journal","2017-10-27",NULL,NULL
"2764485268","Allergo journal","2017-10-27","0941-8849",NULL
"2764532090","International journal of odontostomatology","2017-10-27","0718-381X",NULL
"2764562182","Journal of KIISE:Computer Systems and Theory","2017-10-27","1229-683X",NULL
"2764593292","Imaging Science in Dentistry","2017-10-27","2233-7822",NULL
"2764717106","Journal of Management and Research","2017-10-27",NULL,NULL
"2764740476","The Journal of Postsecondary Education and Disability","2017-10-27",NULL,NULL
"2764743062","Epilepsia and paroxyzmal conditions","2017-10-27","2311-4088",NULL
"2764848351","Computer-Aided Engineering","2017-10-27","0733-3536",NULL
"2764900273","BJRcase reports","2017-10-27",NULL,NULL
"2764958728","Research Journal of Agricultural Science","2017-10-27","2066-1843",NULL
"2765020624","The Electronic Journal of Business Research Methods","2017-10-27",NULL,NULL
"1017986","Journal of The Chemical Society C: Organic","2016-06-24",NULL,NULL
"2642811","ACM Transactions on Information and System Security","2016-06-24","1094-9224",NULL
"13842274","British Journal of Clinical Pharmacology","2016-06-24","0306-5251","http://bjcp-journal.com"
"23975315","Teratology","2016-06-24","0040-3709",NULL
"24543137","Journal of the Royal College of Physicians of Edinburgh","2016-06-24","1478-2715","http://www.rcpe.ac.uk/journal/about.ph"
"25389742","The Police Journal","2016-06-24","0032-258X",NULL
"26220619","Journal of Learning Disabilities","2016-06-24","0022-2194","http://ldx.sagepub.com"
"27359860","Vaccine","2016-06-24","0264-410X","http://www.elsevier.com/locate/vaccin"
"39427579","Journal of Australian Studies","2016-06-24","0314-769X",NULL
"40440779","Investigative Genetics","2016-06-24","2041-2223",NULL
"42865813","International Journal of Politics, Culture and Society","2016-06-24","0891-4486",NULL
"42973710","Aquacultural Engineering","2016-06-24","0144-8609",NULL
"43019230","PharmacoEconomics","2016-06-24","1170-7690","http://www.springer.com/adisonline/journal/4027"
"45493217","Seizure-european Journal of Epilepsy","2016-06-24","1059-1311",NULL
"55210418","Critical Reviews in Biochemistry and Molecular Biology","2016-06-24","1040-9238","http://www.tandfonline.com/ibm"
"62523962","College &amp; Research Libraries News","2016-06-24","0099-0086","http://crln.acrl.org"
"64341586","Invasion &amp; Metastasis","2016-06-24","0251-1789",NULL
"64767958","Revue D&#039;histoire Des Sciences","2016-06-24","0151-4105",NULL
"66510378","Critical Perspectives on Accounting","2016-06-24","1045-2354",NULL
"69196262","Journal of Imaging Science and Technology","2016-06-24","1062-3701",NULL
"75142505","Chronobiology International","2016-06-24","0742-0528","http://informahealthcare.com/journal/cb"
"80110507","Palynology","2016-06-24","0191-6122",NULL
"83413509","Flavour and Fragrance Journal","2016-06-24","0882-5734","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-102"
"84861135","Journal of Food Science and Technology-mysore","2016-06-24",NULL,NULL
"98596077","The Minnesota Review","2016-06-24","0026-5667","https://minnesotareview.wordpress.com"
"102181007","International Journal of Systematic and Evolutionary Microbiology","2016-06-24","1466-5026","http://ijs.sgmjournals.org"
"106004775","Geocarto International","2016-06-24","1010-6049",NULL
"111482492","Computers &amp; Structures","2016-06-24","0045-7949",NULL
"114165292","Logic Journal of The Igpl / Bulletin of The Igpl","2016-06-24",NULL,NULL
"115225164","Journal of Environmental Protection","2016-06-24","2152-2197",NULL
"115499645","International Journal of Dynamical Systems and Differential Equations","2016-06-24","1752-3583",NULL
"124362806","Psychology of Music","2016-06-24","1741-3087","http://www.sagepub.com/journals/Journal201640/titl"
"128025751","Speech Communication","2016-06-24","0167-6393",NULL
"129946752","ICSID Review: Foreign Investment Law Journal","2016-06-24","0258-3690","http://www.oxfordjournals.org/our_journals/icsidreview"
"134368790","Estudios Constitucionales","2016-06-24","0718-0195",NULL
"153107701","Journal of Radiosurgery","2016-06-24","1096-4053",NULL
"153257185","BMC Family Practice","2016-06-24","1471-2296",NULL
"158473028","Ejso","2016-06-24","0748-7983",NULL
"163064418","Alternatives To The High Cost of Litigation","2016-06-24",NULL,NULL
"164098111","Experimental Mechanics","2016-06-24","0014-4851","http://www.springer.com/1134"
"167313812","Orientalia Lovaniensia Periodica","2016-06-24","0085-4522",NULL
"170977379","Experimental Astronomy","2016-06-24","0922-6435",NULL
"174833805","Nuclear and Chemical Waste Management","2016-06-24","0191-815X",NULL
"180721857","Scandia","2016-06-24","0036-5483","http://www.tidskriftenscandia.se"
"181171746","Journal of Economic Growth","2016-06-24","1381-4338","http://www.springer.com/economics/growth/journal/1088"
"182655450","Proteomics","2016-06-24","1615-9853","http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291615-986"
"197285952","European Journal of Mechanics A-solids","2016-06-24","0997-7538",NULL
"201015120","Ecancermedicalscience","2016-06-24","1754-6605",NULL
"202193212","Nature Chemistry","2016-06-24","1755-4330","http://www.nature.com/nche"
"2506528821","Internet Interventions","2016-08-23",NULL,NULL
"2736704182","Revista Educa&#x00E7;&#x00E3;o, Artes e Inclus&#x00E3;o","2017-07-31","1984-3178",NULL
"2737236131","Boletim de Pesquisa NELIC","2017-07-31","1984-784X",NULL
"2738474774","Veterinary World","2017-07-31","0972-8988",NULL
"2739193087","Forum M&#x00E9;dical Suisse","2017-07-31",NULL,NULL
"2754030746","Nursing children and young people","2017-09-25","2046-2336",NULL
"2754864937","Journal of the Japanese Society of Periodontology","2017-09-25",NULL,NULL
"2754878189","Oftalmologicheskii&#x0306; zhurnal","2017-09-25","0030-0675",NULL
"2754998532","Managed care (Langhorne, Pa.)","2017-09-25","1062-3388",NULL
"2755313939","Tijdschrift voor ziekenverpleging","2017-09-25",NULL,NULL
"2756157329","Therapeutische Umschau. Revue the&#x0301;rapeutique","2017-09-25",NULL,NULL
"2764347196","erciyes medical journal","2017-10-27",NULL,NULL
"2764401520","The West African medical journal and Nigerian practitioner","2017-10-27","0266-6502",NULL
"2764416828","SAE International Journal of Aerospace","2017-10-27","1946-3855",NULL
"2764418788","psychopraxis. neuropraxis","2017-10-27","2197-9707",NULL
"2764433182","South African Journal of Cultural History","2017-10-27","1011-3053",NULL
"2764443123","Historical Outlook","2017-10-27",NULL,NULL
"2764471118","The Vocational Guidance Magazine","2017-10-27","2164-5884",NULL
"2764559620","The International journal of sports physical therapy","2017-10-27","2159-2896",NULL
"2764564375","Journal of Construction Engineering and Project Management","2017-10-27","2233-9582",NULL
"2764568738","Journal of Micro and Nano-Manufacturing","2017-10-27","2166-0468",NULL
"2764577648","Indian Journal of Health and Wellbeing","2017-10-27","2321-3698",NULL
"2764587263","Journal of China Medical University","2017-10-27","0258-4646",NULL
"2764681357","The Egyptian Journal of Radiology and Nuclear medicine","2017-10-27",NULL,NULL
"2764800888","Pediatric Infection and Vaccine","2017-10-27","2384-1079",NULL
"2764845029","International Journal of Celiac Disease","2017-10-27","2334-3427",NULL
"2764860693","The Japan Society of Applied Physics","2017-10-27",NULL,NULL
"2764903676","The Korean Journal of Crop Science","2017-10-27",NULL,NULL
"2764951900","Transactions of the Architectural Institute of Japan","2017-10-27","0387-1185",NULL
"2764955967","Case Reports in Perinatal Medicine","2017-10-27","2192-8959",NULL
"2764961298","Chinese journal of sociology","2017-10-27","2057-150X",NULL
"2765008840","Mastozoolog&#x00ED;a neotropical","2017-10-27","0327-9383",NULL
"2765025689","Journal of Tropical and Subtropical Botany","2017-10-27","1005-3395",NULL
"1856748","Theory and Research in Education","2016-06-24","1477-8785","http://www.sagepub.com/journals/Journal201652/titl"
"9865381","Fullerenes Nanotubes and Carbon Nanostructures","2016-06-24","1536-383X",NULL
"11935491","Journal of Aggression, Maltreatment &amp; Trauma","2016-06-24","1092-6771",NULL
"12168194","Obstetric Anesthesia Digest","2016-06-24","0275-665X",NULL
"12268883","Agricultural Wastes","2016-06-24","0141-4607",NULL
"14660850","Verso E Reverso","2016-06-24",NULL,NULL
"15273895","Philosophy and Rhetoric","2016-06-24","0031-8213","http://www.psupress.org/journals/jnls_pr.htm"
"18391656","International Journal of Cast Metals Research","2016-06-24","1364-0461",NULL
"20489460","Benchmarking: An International Journal","2016-06-24","1463-5771",NULL
"21262371","International Journal of Greenhouse Gas Control","2016-06-24","1878-0148",NULL
"25010850","Publications Math&#x00E9;matiques de l&#039;IH&#x00C9;S","2016-06-24","0073-8301","http://www.springer.com/mathematics/journal/1024"
"25235501","Journal of Retailing and Consumer Services","2016-06-24","0969-6989",NULL
"28293273","Iet Computers and Digital Techniques","2016-06-24","1751-8601",NULL
"31120751","Social Policy &amp; Administration","2016-06-24","1467-9515",NULL
"31687923","Ethology and Sociobiology","2016-06-24","0162-3095",NULL
"35266406","Drugs in R &amp; D","2016-06-24","1174-5886",NULL
"38308397","Science and Engineering of Composite Materials","2016-06-24","0334-181X",NULL
"40322869","International Journal of Heat and Fluid Flow","2016-06-24","0142-727X",NULL
"45104564","The Journal of Abnormal and Social Psychology","2016-06-24","0096-851X",NULL
"45398401","Journal of the American Psychiatric Nurses Association","2016-06-24","1078-3903","http://jap.sagepub.com"
"48869744","Legislative Studies Quarterly","2016-06-24","0362-9805","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-916"
"60436882","IEEE Transactions on Electronic Computers","2016-06-24","0367-7508",NULL
"63726752","Journal of Offshore Mechanics and Arctic Engineering-transactions of The Asme","2016-06-24",NULL,NULL
"64250036","Multivariate Behavioral Research","2016-06-24","0027-3171",NULL
"66649722","Age","2016-06-24","0161-9152","http://www.springer.com/life+sciences/cell+biology/journal/1135"
"77494339","Zeitschrift Fur Theologie Und Kirche","2016-06-24","0044-3549",NULL
"78792899","Journal of Small Business Management","2016-06-24","0047-2778","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-627"
"80113298","Journal of the Association for Information Science and Technology","2016-06-24","1532-2882","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2330-164"
"81410195","Manufacturing &amp; Service Operations Management","2016-06-24","1523-4614","http://pubsonline.informs.org/journal/mso"
"81945236","Theoretical Chemistry Accounts","2016-06-24","1432-2234","http://www.springer.com/chemistry/journal/21"
"83014014","Progress in Quantum Electronics","2016-06-24","0079-6727",NULL
"89520419","Stimulus","2016-06-24","1876-5599",NULL
"92132303","International Journal of Circuit Theory and Applications","2016-06-24","0098-9886",NULL
"95954025","Russian Journal of General Chemistry","2016-06-24","1070-3632",NULL
"98183460","IEEE Transactions on Neural Systems and Rehabilitation Engineering","2016-06-24","1534-4320",NULL
"103428141","International Journal of Obesity","2016-06-24","0307-0565",NULL
"104441155","Acta Orthopaedica et Traumatologica Turcica","2016-06-24","1017-995X","http://www.aott.org.tr"
"106614353","Infectious Agents and Cancer","2016-06-24","1750-9378",NULL
"107732428","Current Topics in Medicinal Chemistry","2016-06-24","1568-0266","http://benthamscience.com/journal/index.php?journalID=ctm"
"108239708","International Journal of Life Cycle Assessment","2016-06-24","0948-3349",NULL
"110360698","Current History","2016-06-24",NULL,NULL
"111406016","International Journal of Adaptive, Resilient and Autonomic Systems","2016-06-24","1947-9220",NULL
"117766065","Harvard Law Review","2016-06-24","0017-811X","http://www.harvardlawreview.org"
"125130336","International Journal of Social Research Methodology","2016-06-24","1364-5579",NULL
"126223282","Oral Surgery Oral Medicine Oral Pathology Oral Radiology and Endodontology","2016-06-24","1079-2104",NULL
"128631314","British Journal of Oral &amp; Maxillofacial Surgery","2016-06-24","0266-4356",NULL
"128891601","American Journal of Hypertension","2016-06-24","0895-7061",NULL
"132310603","Journal of Travel &amp; Tourism Marketing","2016-06-24","1054-8408",NULL
"132866914","Industrial Health","2016-06-24","0019-8366",NULL
"144751283","Molecular Cytogenetics","2016-06-24","1755-8166",NULL
"145806103","Cornea","2016-06-24","0277-3740",NULL
"154343897","PLOS Biology","2016-06-24","1544-9173","http://www.plosbiology.org"
"158263287","Iete Journal of Research","2016-06-24","0377-2063",NULL
"158842918","Nonlinearity","2016-06-24","0951-7715","http://iopscience.org/no"
"162375394","Journal of Neurocytology","2016-06-24","0300-4864",NULL
"162743325","Mental Health and Social Inclusion","2016-06-24","2042-8308",NULL
"163740676","European Archives of Oto-rhino-laryngology","2016-06-24","0937-4477",NULL
"185277049","Journal of Banking Regulation","2016-06-24","1745-6452",NULL
"186489122","Thalamus and Related Systems","2016-06-24","1472-9288",NULL
"195636103","High Temperatures-high Pressures","2016-06-24","0018-1544",NULL
"197962172","Molecular Biology Reports","2016-06-24","0301-4851",NULL
"198054453","Journal of Engineering Mathematics","2016-06-24","0022-0833",NULL
"198325475","Insurance Mathematics &amp; Economics","2016-06-24","0167-6687",NULL
"204691484","Clinical Simulation in Nursing","2016-06-24","1876-1399",NULL
"2736612050","Ci&#x00EA;ncia &amp; Educa&#x00E7;&#x00E3;o","2017-07-31","1516-7313",NULL
"2736825055","Archives of Control Sciences","2017-07-31","1230-2384",NULL
"2737050665","Journal of Applied Engineering Sciences","2017-07-31","2247-3769",NULL
"2737385783","Revista NUPEM","2017-07-31","2176-7912",NULL
"2737582874","Studies in Business and Economics","2017-07-31","2344-5416",NULL
"2737887012","Tropical and Subtropical Agroecosystems","2017-07-31","1870-0462",NULL
"2737951442","Ana Dili E&#x011F;itimi Dergisi","2017-07-31","2147-6020",NULL
"2738659841","Signo y Pensamiento","2017-07-31","0120-4823",NULL
"2738738902","ERJ Open Research","2017-07-31","2312-0541",NULL
"2754163492","Japanese Journal of Nephrology","2017-09-25","0385-2385",NULL
"2754175964","Tropical dental journal","2017-09-25","0251-172X",NULL
"2754791726","Nihon Naibunpi Gakkai zasshi","2017-09-25",NULL,NULL
"2755575227","Nordisk veterinaermedicin","2017-09-25","0029-1579",NULL
"2755578329","Medicina espan&#x0303;ola","2017-09-25","0025-7842",NULL
"2755952476","Arkhiv anatomii, gistologii i e&#x0301;mbriologii","2017-09-25","0004-1947",NULL
"2764347270","Journal of the Oklahoma Association for Health, Physical Education, Recreation, and Dance","2017-10-27",NULL,NULL
"2764401271","Michigan state law review","2017-10-27",NULL,NULL
"2764426198","Bulletin of the Wildlife Disease Association","2017-10-27","0098-373X",NULL
"2764436055","American journal of pastoral counseling","2017-10-27","1094-6098",NULL
"2764509245","Canadian journal of kidney health and disease","2017-10-27","2054-3581",NULL
"2764513924","Aspen&#039;s advisor for nurse executives","2017-10-27","0883-9743",NULL
"2764532473","Journal of Medicinal and Aromatic Plant Sciences","2017-10-27","0253-7125",NULL
"2764605201","The Enzymes","2017-10-27","1874-6047",NULL
"2764686857","National journal of maxillofacial surgery","2017-10-27","0975-5950",NULL
"2764696602","The Journal of Academic Social Science Studies","2017-10-27","2147-2971",NULL
"2764784297","International Journal of Cloud Applications and Computing archive","2017-10-27",NULL,NULL
"2764978713","The Hilltop Review","2017-10-27","2151-7401",NULL
"2764984295","Child abuse research in South Africa","2017-10-27","1562-1383",NULL
"2764987394","Fungal Science","2017-10-27","1013-2732",NULL
"2765032836","Concrete international","2017-10-27","0162-4075",NULL
"2765063027","Artificial limbs","2017-10-27","0004-3729",NULL
"2898416378","VideoGIE","2018-11-02","2468-4481","https://www.journals.elsevier.com/videogi"
"2912019868","Journal of Sensor Science and Technology ","2019-02-21","1225-5475","https://acoms.kisti.re.kr/journal.do?method=journalintro&journalSeq=J00001"
"1574008","Mechanics Based Design of Structures and Machines","2016-06-24","1539-7734",NULL
"3084184","Computer Networks and Isdn Systems","2016-06-24","0169-7552",NULL
"6169490","Fujitsu Scientific &amp; Technical Journal","2016-06-24","0016-2523",NULL
"8311976","Circulation-heart Failure","2016-06-24","1941-3289",NULL
"14366549","Theology","2016-06-24","0040-571X","http://tjx.sagepub.com"
"17334899","Asian-european Journal of Mathematics","2016-06-24","1793-7183",NULL
"26602194","Journal of Analytical Atomic Spectrometry","2016-06-24","0267-9477","http://www.rsc.org/Publishing/Journals/ja/index.as"
"27638457","Molecular Nutrition &amp; Food Research","2016-06-24","1613-4133",NULL
"27960984","Geochemistry-exploration Environment Analysis","2016-06-24","1467-7873",NULL
"30203629","Onkologie","2016-06-24","1802-4475",NULL
"31768639","Age and Ageing","2016-06-24","0002-0729","http://ageing.oxfordjournals.org"
"32261165","Plant Cell Tissue and Organ Culture","2016-06-24","0167-6857",NULL
"32518312","Emergency Medicine International","2016-06-24","2090-2840",NULL
"38023437","Journal of Neuropathology and Experimental Neurology","2016-06-24","0022-3069","http://journals.lww.com/jneuropath/pages/default.asp"
"45653059","Target-international Journal of Translation Studies","2016-06-24","0924-1884",NULL
"46899502","Zoonoses and Public Health","2016-06-24","1863-1959",NULL
"48878068","Journal of Clinical Sleep Medicine","2016-06-24","1550-9389",NULL
"54046114","ACM Sigmod Digital Review","2016-06-24",NULL,NULL
"56346904","Patient Counselling and Health Education","2016-06-24","0190-2040",NULL
"59060466","International Review of Neurobiology","2016-06-24","0074-7742",NULL
"70737821","Sport History Review","2016-06-24","1087-1659",NULL
"71184571","Minimally Invasive Neurosurgery","2016-06-24","0946-7211",NULL
"73260565","Reviews of Modern Physics","2016-06-24","0034-6861","http://rmp.aps.org"
"88153332","Journal of Nutrition","2016-06-24","0022-3166","http://jn.nutrition.org"
"89359393","Buffalo Bulletin","2016-06-24","0125-6726",NULL
